auto_keyword_count,exclamation_count,question_mark_count,capital_ratio,num_urls,has_ip_in_url,has_url_shortener,avg_url_length,body_length,has_generic_greeting,special_char_count,has_html,has_hidden_content,has_qr_code,has_form,social_authority,social_scarcity,social_liking,social_consistency,social_social_proof,has_leet_speak,separator_obfuscation,mixed_scripts,pressure_fear,pressure_urgency,pressure_opportunity,pressure_secrecy,legit_has_phone,legit_has_address,legit_has_order_number,legit_has_privacy_policy,legit_has_physical_address,subj_capital_ratio,subj_urgency_count,subj_exclamations,subj_length,label,source
3,2,0,0.184,0.0,0,0,0.0,24.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4746,0,2,13,1,spamassassin
7,1,4,0.08292512246326102,0.0,0,0,0.0,369.0,0,79.0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,1,1,0,1,0,0,0,0.0805,0,1,15,0,nazario
7,6,0,0.14861995753715498,0.0,0,0,0.0,158.0,0,135.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.075,0,0,9,1,spamassassin
6,0,3,0.3001821493624772,3.0,0,0,707.0,71.0,0,115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111,1,0,3,1,nazario
2,0,3,0.027879677182685254,4.0,0,0,41.5,150.0,0,292.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,5,0,spamassassin
6,2,8,0.15313653136531366,7.0,0,0,85.42857142857143,165.0,0,230.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.1667,0,1,2,0,nazario
3,2,0,0.11746031746031746,2.0,0,0,44.5,73.0,0,156.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,6,0,nazario
2,0,0,0.050955414012738856,1.0,0,0,41.0,198.0,0,51.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1667,0,0,7,0,spamassassin
4,0,0,0.037578288100208766,0.0,0,0,0.0,72.0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.129,0,0,4,1,nazario
1,0,0,0.054878048780487805,0.0,0,0,0.0,224.0,0,247.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2188,0,0,6,0,nazario
3,5,2,0.061710398445092324,0.0,0,0,0.0,330.0,0,165.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.2857,0,0,9,1,spamassassin
1,0,0,0.02422145328719723,0.0,0,0,0.0,56.0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4074,0,0,4,0,spamassassin
4,0,0,0.02504638218923933,0.0,0,0,0.0,159.0,1,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,11,1,nazario
1,0,0,0.09090909090909091,0.0,0,0,0.0,6.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,9,0,spamassassin
3,9,0,0.10549943883277217,1.0,0,1,37.0,116.0,0,104.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.1,0,0,5,1,spamassassin
11,120,5,0.03868633453938213,50.156800000000736,0,1,31.120689655172413,1118.0,0,2105.0,0,0,0,0,1,0,0,0,0,1,5,0,0,2,1,1,0,0,0,0,0,0.2642,0,0,8,0,spamassassin
3,0,0,0.05610236220472441,0.0,0,0,0.0,157.0,0,49.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0968,0,0,6,1,spamassassin
11,0,0,0.08486842105263158,0.0,0,0,0.0,405.0,0,78.0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0.78,2,0,10,1,nazario
7,0,0,0.021739130434782608,0.0,0,0,0.0,328.0,0,56.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.098,0,0,8,1,nazario
3,0,0,0.03804347826086957,0.0,0,0,0.0,25.0,0,20.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0408,1,0,7,1,nazario
1,0,0,0.03216374269005848,2.0,0,0,53.5,123.0,0,101.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0588,0,0,3,0,spamassassin
6,0,2,0.024193548387096774,0.0,0,0,0.0,106.0,0,30.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.1,0,0,3,1,spamassassin
3,10,1,0.06048387096774194,4.0,0,0,45.5,180.0,0,205.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.125,0,1,4,1,spamassassin
4,1,2,0.017589820359281437,1.0,0,0,54.0,447.0,0,94.0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,6,0,spamassassin
5,2,0,0.0547945205479452,3.0,0,0,43.333333333333336,154.0,0,44.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,3,1,spamassassin
4,0,0,0.036458333333333336,1.0,0,0,48.0,25.0,0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5,0,nazario
3,1,0,0.02457627118644068,2.0,0,0,36.5,171.0,0,165.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0952,0,0,3,0,spamassassin
4,0,0,0.06391752577319587,0.0,0,0,0.0,324.0,0,60.0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,1,0,2,1,spamassassin
5,0,0,0.03940886699507389,0.0,0,0,0.0,32.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0667,2,0,8,1,nazario
2,0,0,0.045307443365695796,2.0,0,0,41.0,141.0,0,61.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1707,0,0,6,0,spamassassin
1,0,0,0.058823529411764705,2.0,0,0,53.5,44.0,0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0517,0,0,11,0,spamassassin
5,0,0,0.01639344262295082,1.0,0,0,47.0,102.0,0,31.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0938,1,0,10,0,spamassassin
2,0,1,0.013806706114398421,2.0,0,0,35.5,169.0,0,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2292,0,0,6,0,spamassassin
6,0,0,0.06435643564356436,0.0,0,0,0.0,66.0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9524,0,0,2,1,nazario
3,0,0,0.03781174577634755,2.0,0,1,54.0,179.0,0,201.0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0408,0,0,6,0,spamassassin
1,0,0,0.03484602917341977,2.0,0,0,43.0,185.0,0,178.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1818,0,0,5,0,spamassassin
2,0,1,0.027884615384615386,3.0,0,1,31.666666666666668,174.0,0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1346,0,0,9,0,nazario
1,0,0,0.03369272237196765,2.0,0,1,32.0,124.0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1333,0,0,7,0,spamassassin
6,14,2,0.045103092783505154,7.0,0,0,41.714285714285715,416.0,0,384.0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,1,1,0,0,0.1296,0,0,10,1,spamassassin
1,0,1,0.032407407407407406,3.0,0,0,28.333333333333332,81.0,0,151.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.1818,0,0,2,0,spamassassin
2,0,2,0.027642276422764227,4.0,0,0,40.25,139.0,0,296.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0606,0,0,5,0,spamassassin
3,0,2,0.03982300884955752,2.0,0,0,32.5,115.0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,6,0,spamassassin
1,0,2,0.035526315789473684,2.0,0,0,39.5,101.0,0,102.0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0.0612,0,0,8,0,nazario
2,0,3,0.03941908713692946,2.0,0,0,43.5,158.0,0,107.0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.2083,0,0,6,0,nazario
2,2,1,0.030303030303030304,1.0,0,0,27.0,75.0,0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0.0,0,0,0,1,spamassassin
6,6,0,0.13857290589451912,1.0,0,0,41.0,151.0,0,140.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,4,1,spamassassin
11,0,2,0.037787868958806356,0.0,0,0,0.0,825.0,1,116.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.1087,0,0,6,1,nazario
3,2,2,0.03699551569506727,3.0,0,0,39.333333333333336,103.0,0,171.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0,0,0.2083,0,0,4,0,spamassassin
3,1,0,0.04267701260911736,2.0,0,0,39.0,139.0,0,255.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,6,0,spamassassin
2,0,0,0.04202586206896552,2.0,0,0,26.0,127.0,0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0.1373,0,0,6,0,nazario
4,1,0,0.04357904496986555,3.0,0,1,26.333333333333332,286.0,0,217.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.8286,0,0,6,1,spamassassin
3,11,0,0.17543859649122806,0.0,0,0,0.0,46.0,0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1,9,1,spamassassin
7,0,0,0.03430079155672823,0.0,0,0,0.0,60.0,0,12.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1429,0,0,2,1,nazario
2,0,4,0.031055900621118012,2.0,0,0,39.5,411.0,0,330.0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0.0588,0,0,7,0,spamassassin
1,0,0,0.020554984583761562,0.0,0,0,0.0,181.0,0,45.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1176,0,0,9,0,spamassassin
6,0,0,0.018339276617422313,0.0,0,0,0.0,310.0,0,46.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.1224,0,0,7,1,nazario
5,0,0,0.0241884150222788,2.0,0,0,33.5,223.0,0,76.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.2059,0,0,6,0,spamassassin
1,0,0,0.02528735632183908,1.0,0,0,58.0,70.0,0,236.0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,3,0,nazario
1,0,0,0.0148975791433892,2.0,0,1,31.0,97.0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,3,0,spamassassin
2,0,2,0.03924914675767918,3.0,0,0,48.333333333333336,73.0,0,49.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0732,0,0,5,0,spamassassin
1,1,1,0.10695187165775401,0.0,0,0,0.0,89.0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,3,1,spamassassin
5,0,0,0.038748137108792845,0.0,0,0,0.0,292.0,0,56.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0.4286,1,0,5,1,nazario
6,6,0,0.13871635610766045,1.0,0,0,41.0,151.0,0,140.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0.0,0,0,4,1,spamassassin
5,9,0,0.09840954274353876,2.0,1,0,36.0,147.0,0,108.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0.04,0,0,10,1,spamassassin
2,0,0,0.026952461799660443,1.0,0,0,31.0,713.0,0,128.0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.2045,0,0,7,0,spamassassin
3,1,2,0.03633854645814168,5.0,0,0,46.6,324.0,0,342.0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.1852,0,0,5,0,spamassassin
3,0,2,0.0485362095531587,1.0,0,0,41.0,227.0,0,62.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1622,0,0,7,0,spamassassin
4,0,0,0.03443877551020408,1.0,0,0,52.0,245.0,0,170.0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0.0345,0,0,11,0,spamassassin
6,0,0,0.027139874739039668,0.0,0,0,0.0,150.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.92,0,0,3,1,nazario
3,0,1,0.017126546146527116,2.0,0,0,34.5,175.0,0,71.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.1818,0,0,7,0,spamassassin
2,2,2,0.024745269286754003,0.0,0,0,0.0,472.0,0,102.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.0227,0,0,8,0,nazario
4,1,2,0.03524229074889868,0.0,0,0,0.0,259.0,0,133.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0426,0,0,8,0,nazario
2,0,0,0.03007518796992481,1.0,0,0,52.0,51.0,0,78.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,4,0,spamassassin
2,1,8,0.1390894819466248,19.0,0,0,36.89473684210526,344.0,0,521.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0167,0,0,3,0,spamassassin
8,0,0,0.030534351145038167,0.0,0,0,0.0,60.0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1111,0,0,3,1,nazario
1,0,0,0.3225806451612903,0.0,0,0,0.0,16.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095,0,0,2,1,nazario
1,4,1,0.07378129117259552,1.0,1,0,42.0,252.0,0,104.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,4,1,spamassassin
1,0,0,0.03785245268443414,4.0,0,0,33.25,412.0,0,123.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2182,0,0,8,0,spamassassin
3,0,1,0.031868131868131866,1.0,0,1,37.0,162.0,0,46.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2308,0,0,3,0,spamassassin
3,0,0,0.04878048780487805,0.0,0,0,0.0,56.0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1579,0,0,6,1,nazario
2,0,7,0.03064798598949212,1.0,0,1,54.0,160.0,0,114.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0.1364,0,0,7,0,spamassassin
0,0,1,0.014778325123152709,1.0,0,1,37.0,255.0,0,86.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.6667,0,0,2,0,spamassassin
2,2,1,0.041448058761804824,2.0,0,0,44.5,270.0,0,180.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0328,0,0,9,0,nazario
4,0,0,0.06140350877192982,1.0,0,0,47.0,9.0,0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0588,0,0,5,0,spamassassin
1,0,2,0.016052880075542966,2.0,0,0,51.5,187.0,0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,9,0,nazario
4,0,0,0.0345821325648415,2.0,0,0,58.0,35.0,0,42.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,7,0,spamassassin
1,0,0,0.06533827618164968,0.0,0,0,0.0,330.0,0,129.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,5,0,nazario
7,15,13,0.04938663282571912,0.0,0,1,0.0,1617.0,0,350.0,0,0,0,0,2,1,3,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0.0328,0,0,12,0,nazario
0,0,6,0.01717557251908397,1.0,0,0,64.0,512.0,0,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,12,0,spamassassin
3,0,0,0.03382663847780127,1.0,0,0,41.0,68.0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1579,0,0,6,0,spamassassin
6,0,0,0.04252577319587629,0.0,0,0,0.0,246.0,0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.1587,2,1,11,1,nazario
1,0,0,0.08118081180811808,0.0,0,0,0.0,88.0,0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2308,0,0,5,1,nazario
10,0,0,0.026581118240146653,0.0,0,0,0.0,186.0,1,29.0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0.0263,0,0,7,1,nazario
2,0,2,0.025336500395882817,1.0,0,0,41.0,216.0,0,93.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.1613,0,0,5,0,spamassassin
0,0,0,0.04026115342763874,2.0,0,1,29.5,141.0,0,64.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1765,0,0,11,0,spamassassin
2,0,0,0.02009456264775414,2.0,0,0,42.5,103.0,0,172.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0741,0,0,8,0,spamassassin
3,0,2,0.023094688221709007,2.0,0,0,65.5,94.0,0,158.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1163,0,0,14,0,nazario
1,0,0,0.028795811518324606,0.0,0,0,0.0,200.0,0,58.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,7,0,spamassassin
4,0,0,0.023564064801178203,2.0,0,0,37.5,334.0,0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.1905,0,0,5,0,spamassassin
4,0,0,0.07553956834532374,3.0,0,1,35.333333333333336,338.0,0,214.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0,1,0.0217,0,0,8,0,spamassassin
2,0,0,0.028708133971291867,0.0,0,0,0.0,25.0,0,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,4,1,nazario
9,7,2,0.11758076634109692,0.0,0,0,0.0,448.0,0,276.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2063,0,2,10,1,spamassassin
2,0,0,0.06568516421291053,1.0,0,0,43.0,79.0,0,135.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0294,0,0,4,0,spamassassin
6,7,1,0.058091286307053944,4.0,1,0,45.75,117.0,0,158.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1449,0,0,8,1,spamassassin
2,0,0,0.029016277423920735,3.0,0,1,33.333333333333336,207.0,0,55.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.1053,0,0,7,0,spamassassin
7,0,0,0.08606060606060606,0.0,0,0,0.0,152.0,0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0526,0,0,3,1,spamassassin
3,9,6,0.09967243799719233,2.0,0,0,48.5,307.0,0,235.0,0,0,0,0,0,0,1,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0.098,0,0,8,1,spamassassin
4,1,4,0.03383084577114428,3.0,0,0,49.0,140.0,0,163.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.1081,0,0,5,0,spamassassin
4,3,8,0.032805866460825936,6.0,0,0,58.5,371.0,0,554.0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0794,0,0,9,0,spamassassin
7,0,0,0.04603580562659847,0.0,0,0,0.0,120.0,0,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0377,0,0,9,1,nazario
1,0,0,0.03908794788273615,0.0,0,0,0.0,104.0,0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0678,0,0,8,0,nazario
1,0,0,0.3743641912512716,2.0,0,0,45.0,66.0,0,194.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0588,0,0,3,1,spamassassin
0,0,4,0.03373313343328336,0.0,0,0,0.0,524.0,0,160.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0385,0,0,6,0,spamassassin
3,0,0,0.03315789473684211,4.0,0,0,48.25,306.0,0,320.0,0,0,0,0,0,1,0,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0.087,0,0,9,0,nazario
1,0,2,0.05828220858895705,1.0,0,0,41.0,89.0,0,100.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.32,0,0,4,0,spamassassin
1,0,0,0.03389830508474576,2.0,0,0,49.0,64.0,0,84.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,spamassassin
1,0,0,0.053811659192825115,0.0,0,0,0.0,39.0,0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,2,0,nazario
3,0,0,0.09318637274549098,0.0,0,0,0.0,155.0,0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,1,1,nazario
3,0,1,0.10570071258907364,1.0,0,0,52.0,217.0,0,240.0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.069,0,0,6,0,spamassassin
4,3,0,0.03635757171447632,1.0,0,0,48.0,270.0,0,396.0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1,1,1,0,0,0,0,0.0323,0,0,5,0,nazario
1,0,1,0.056842105263157895,3.0,0,0,45.0,132.0,0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0606,0,0,5,0,spamassassin
0,0,0,0.005747126436781609,0.0,0,0,0.0,62.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,6,0,nazario
2,2,2,0.02086351782092147,3.0,0,0,31.0,588.0,0,279.0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0943,0,0,8,0,spamassassin
2,0,0,0.05673758865248227,1.0,0,1,31.0,184.0,0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1304,0,0,5,0,spamassassin
7,0,0,0.021696252465483234,0.0,0,0,0.0,62.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1154,0,1,3,1,nazario
1,1,1,0.07470414201183433,0.0,0,0,0.0,230.0,0,91.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0625,0,0,12,0,nazario
4,0,0,0.06951871657754011,0.0,0,0,0.0,172.0,0,54.0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0.1724,0,2,5,1,nazario
4,0,0,0.10397295012679628,0.0,0,0,0.0,384.0,0,83.0,0,0,0,0,2,2,1,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0.093,0,0,5,0,nazario
4,2,1,0.05268659836922433,21.0,0,0,49.23809523809524,493.0,0,593.0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0.129,0,0,5,0,spamassassin
4,1,2,0.09859154929577464,3.0,0,0,48.0,162.0,0,239.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0678,0,0,7,0,spamassassin
5,0,0,0.07004608294930875,0.0,0,0,0.0,141.0,0,46.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.0435,0,0,1,1,nazario
4,2,0,0.03542162305048903,2.0,0,1,62.0,367.0,0,775.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1034,0,0,4,0,spamassassin
4,7,3,0.08630952380952381,5.0,0,0,52.6,427.0,0,462.0,0,0,0,0,0,0,1,0,0,1,5,0,0,2,1,1,0,0,0,0,0,0.1471,0,1,7,1,spamassassin
0,0,0,0.028037383177570093,0.0,0,0,0.0,38.0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,7,0,spamassassin
1,0,2,0.03621730382293763,0.0,0,0,0.0,56.0,0,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1026,0,0,8,0,nazario
3,0,0,0.052121212121212124,1.0,0,0,41.0,417.0,0,124.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2222,0,0,10,0,spamassassin
2,0,0,0.04744287268770402,2.0,0,0,57.0,596.0,0,204.0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.2667,0,0,5,0,nazario
4,0,0,0.04040404040404041,1.0,0,0,48.0,27.0,0,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,6,0,spamassassin
0,0,0,0.0037105751391465678,2.0,0,1,37.5,86.0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,spamassassin
7,124,13,0.03540277065161621,50.156800000000736,0,1,31.03061224489796,1041.0,0,1956.0,0,0,0,0,2,1,1,0,0,1,5,0,2,0,1,0,0,0,1,0,1,0.125,0,0,6,0,spamassassin
