body_length_chars,body_length_words,subject_length_chars,subject_length_words,exclamation_count,question_mark_count,special_char_count,capital_ratio,num_urls,has_ip_url,has_html,has_form
2045,301,65,12,3,2,99,0.01989578398863098,4,0,0,0
543,65,19,3,0,0,14,0.056838365896980464,0,0,0,0
1037,170,14,2,0,2,27,0.04182509505703422,0,0,0,0
3453,354,31,7,0,4,147,0.016642754662840747,4,0,0,0
7994,1095,54,9,3,12,1166,0.3768169959001118,6,0,0,0
6844,978,32,5,38,9,1229,0.1321797295332267,0,0,0,0
720,98,42,5,0,0,38,0.09305373525557012,0,0,0,0
714,128,19,4,0,5,23,0.031335149863760216,0,0,0,0
340,18,19,3,0,1,63,0.05555555555555555,2,0,0,0
4856,846,40,4,0,1,176,0.04615070451296712,0,0,1,0
1270,160,44,6,3,8,325,0.0403041825095057,4,0,0,0
2540,405,62,9,0,7,161,0.01844026123703419,2,0,0,0
1274,182,27,3,0,0,98,0.018433179723502304,2,0,0,0
1244,193,27,4,4,0,97,0.14072327044025157,0,0,0,0
6174,918,26,5,0,2,297,0.01741654571843251,2,0,1,0
945,154,38,6,0,0,24,0.037601626016260166,0,0,0,0
7678,960,31,4,0,3,220,0.039169909208819714,0,0,0,0
230,33,29,6,0,0,23,0.07692307692307693,1,0,0,0
276,44,67,11,0,0,27,0.03197674418604651,0,0,0,0
3031,537,68,13,0,3,156,0.02064516129032258,1,0,0,0
1207,137,28,6,0,1,105,0.04773462783171521,4,0,0,0
182,28,78,9,0,0,10,0.05747126436781609,0,0,0,0
279,43,20,4,2,1,16,0.05333333333333334,0,0,0,0
691,111,49,8,0,1,77,0.033738191632928474,1,0,0,0
623,114,28,6,0,2,28,0.015337423312883436,0,0,0,0
594,108,45,8,0,2,79,0.01875,1,0,1,0
1019,122,52,10,6,0,124,0.06063432835820896,6,0,0,0
586,69,29,3,0,1,65,0.01948051948051948,3,0,0,0
4338,711,17,2,0,0,124,0.06864095500459137,1,0,0,0
1123,182,44,7,0,2,122,0.06592465753424658,2,0,0,0
898,130,24,3,0,0,58,0.0790899241603467,0,0,1,0
704,92,30,5,1,1,103,0.047619047619047616,3,0,0,0
732,113,35,5,0,1,55,0.01171875,2,0,0,0
2651,345,58,9,0,4,530,0.03726937269372694,7,0,0,0
1408,217,63,12,1,3,148,0.058423913043478264,1,0,0,0
15087,2276,18,3,0,0,550,0.08215278697206409,1,0,0,0
781,119,38,7,5,1,49,0.27195121951219514,4,0,0,0
1944,326,24,4,0,1,262,0.0335195530726257,3,0,0,0
2807,440,19,4,3,4,137,0.04421648390519986,4,0,0,0
204,32,24,3,0,0,2,0.09170305676855896,0,0,0,0
987,172,15,3,0,0,55,0.07676969092721835,0,0,1,0
1239,205,27,6,0,0,28,0.04419889502762431,0,0,0,0
436,72,34,7,0,1,39,0.07006369426751592,1,0,0,0
724,87,12,2,1,1,66,0.036635006784260515,3,0,0,0
3159,497,37,5,0,0,179,0.08945886768845793,0,0,1,0
594,102,50,8,1,1,81,0.04961240310077519,1,0,0,0
1152,177,40,6,1,0,72,0.037720033528918694,3,0,0,0
224,32,49,10,0,1,25,0.040145985401459854,1,0,0,0
231,27,36,6,0,0,25,0.048507462686567165,1,0,0,0
717,129,18,4,0,1,29,0.036684782608695655,0,0,0,0
954,91,48,7,3,1,313,0.045862412761714856,2,0,0,0
2077,316,24,4,0,1,264,0.0851569933396765,3,0,0,0
639,112,22,2,1,0,38,0.03323262839879154,1,0,0,0
1301,232,18,2,0,3,81,0.02196969696969697,0,0,0,0
1060,121,39,4,3,2,272,0.05454545454545454,3,0,1,0
470,62,43,6,1,0,86,0.029182879377431907,1,0,0,0
1167,180,37,5,0,0,38,0.014937759336099586,0,0,0,0
727,110,62,8,0,0,39,0.08227848101265822,0,0,0,0
177,22,33,5,6,0,24,0.04265402843601896,1,0,0,0
5017,839,27,3,4,0,168,0.04717542120911794,0,0,0,0
719,86,65,8,0,0,147,0.0929936305732484,1,0,0,0
369,39,34,3,0,0,65,0.017326732673267328,1,0,0,0
2887,449,42,7,5,5,262,0.11979522184300341,2,0,0,0
205,20,31,6,0,0,25,0.03375527426160337,1,0,0,0
593,108,56,7,11,3,22,0.1123076923076923,0,0,0,0
1801,39,37,3,0,0,76,0.3045133224578575,0,0,0,0
535,81,51,9,0,0,34,0.059625212947189095,1,0,0,0
867,123,7,1,0,0,47,0.06742857142857143,1,0,0,0
839,95,20,3,4,2,163,0.04186046511627907,4,0,0,0
21,3,77,10,0,0,7,0.030303030303030304,0,0,0,0
7697,1163,22,3,18,0,1385,0.03626943005181347,0,0,1,0
1338,220,52,9,0,1,83,0.03450754852624011,1,0,0,0
1317,154,21,4,1,1,257,0.08215085884988797,0,0,1,0
485,85,22,3,0,0,14,0.027559055118110236,0,0,0,0
1276,181,14,2,2,0,147,0.030983733539891558,1,0,0,0
3024,493,28,5,4,0,217,0.08516213560432362,1,0,0,0
1402,268,11,3,10,3,96,0.1867043847241867,0,0,0,0
290,35,50,8,0,1,41,0.06451612903225806,1,0,0,0
1110,156,48,6,0,0,52,0.06557377049180328,0,0,0,0
11099,1625,93,15,4,4,641,0.07754846779237023,3,0,0,0
5749,888,20,2,0,2,93,0.0880415944540728,0,0,0,0
3125,504,57,9,0,4,198,0.05906377631165567,1,0,0,0
2164,378,46,8,1,3,68,0.025780189959294438,1,0,0,0
218,25,39,5,0,0,26,0.03875968992248062,1,0,0,0
921,161,19,3,0,0,33,0.0924548352816153,0,0,0,0
1089,171,26,6,0,0,76,0.04390681003584229,2,0,0,0
4804,663,24,4,0,0,143,0.07620625388279147,2,0,0,0
482,68,27,5,0,0,79,0.03333333333333333,1,0,0,0
1016,139,43,6,0,0,152,0.06415094339622641,2,0,0,0
672,94,4,1,0,2,101,0.051698670605613,2,0,0,0
1126,102,71,4,3,0,323,0.025041736227045076,2,0,0,0
861,129,29,4,3,2,125,0.03367003367003367,2,0,0,0
73,14,0,0,0,0,2,0.02702702702702703,0,0,0,0
459,71,0,0,0,4,21,0.058695652173913045,0,0,0,0
216,26,45,7,1,0,15,0.09541984732824428,1,0,0,0
188,24,63,5,0,0,28,0.21428571428571427,0,0,0,0
2208,232,71,5,8,2,495,0.035526315789473684,1,0,0,0
766,122,35,6,2,0,103,0.03117206982543641,1,0,0,0
920,132,56,8,4,1,38,0.06345957011258956,0,0,0,0
525,84,53,4,2,0,10,0.02072538860103627,0,0,0,0
200,21,52,8,0,0,31,0.03557312252964427,1,0,0,0
3661,416,46,4,0,0,450,0.11003236245954692,0,0,0,0
472,55,39,5,0,0,90,0.05078125,1,0,1,0
14591,2440,3,1,29,7,973,0.0724220623501199,0,0,1,0
237,29,56,9,0,0,27,0.08163265306122448,1,0,0,0
6507,491,42,7,3,0,732,0.17267175572519083,1,0,0,0
2134,348,54,8,0,1,132,0.03563270899954317,2,0,0,0
1373,181,51,8,11,0,267,0.056140350877192984,7,0,1,0
1040,174,52,9,0,1,71,0.03293687099725526,3,0,0,0
914,148,45,10,8,0,140,0.17291666666666666,0,0,0,0
1702,293,19,2,4,0,97,0.0156794425087108,1,0,0,0
974,144,30,6,0,1,181,0.05472636815920398,1,0,0,0
192,25,30,5,0,0,15,0.04484304932735426,1,0,0,0
161,7,58,11,0,0,39,0.06818181818181818,2,0,0,0
201,32,24,3,0,0,4,0.10176991150442478,0,0,0,0
197,23,42,5,0,0,16,0.029166666666666667,1,0,0,0
473,61,14,2,0,2,33,0.09016393442622951,1,0,0,0
2773,449,17,2,0,0,115,0.03762092439985668,3,0,0,0
98,6,57,8,0,0,25,0.0641025641025641,1,0,0,0
1317,227,44,7,0,2,69,0.032305433186490456,2,0,0,0
882,123,27,5,3,0,122,0.04285714285714286,3,0,0,0
540,103,91,13,0,2,61,0.060126582278481014,1,0,0,0
1472,237,66,8,1,1,134,0.03508771929824561,1,0,0,0
837,71,60,3,0,1,240,0.0200445434298441,1,0,0,0
1875,328,0,0,0,0,66,0.035181236673773986,0,0,0,0
420,72,21,3,0,1,25,0.05203619909502263,0,0,0,0
707,120,40,5,2,0,51,0.05481283422459893,0,0,0,0
594,95,24,3,0,0,68,0.05815831987075929,2,0,0,0
1360,198,51,6,3,2,246,0.03541076487252125,2,0,0,0
1175,115,32,6,0,0,195,0.12996688741721854,3,0,0,0
947,154,38,6,0,0,24,0.037525354969574036,0,0,0,0
1296,224,62,9,0,1,68,0.027225901398086828,1,0,0,0
135,17,62,10,0,0,25,0.08585858585858586,1,0,0,0
407,78,22,3,0,1,20,0.053488372093023255,0,0,0,0
59,2,60,1,0,4,14,0.225,0,0,0,0
8679,1183,66,7,0,0,530,0.034644408872627486,0,0,0,0
1594,212,35,4,0,0,102,0.08957055214723926,0,0,0,0
760,122,66,12,0,0,62,0.06771463119709795,2,0,0,0
1849,112,34,6,22,1,475,0.018046709129511677,23,0,0,0
1532,233,39,5,2,0,184,0.048982188295165395,2,0,0,0
2063,272,48,7,1,1,66,0.04734848484848485,3,0,0,0
767,130,13,3,0,0,28,0.07810499359795134,0,0,0,0
1992,151,27,5,0,0,62,0.014356435643564357,0,0,0,0
1246,167,58,10,8,1,223,0.05057471264367816,5,0,0,0
4281,436,55,7,49,3,883,0.03712243486280839,49,0,0,0
277,43,49,6,1,0,19,0.03058103975535168,0,0,0,0
1081,140,72,13,0,1,91,0.5259965337954939,1,0,0,0
836,129,47,9,0,2,79,0.03733031674208145,1,0,0,0
390,73,29,4,0,0,14,0.02142857142857143,0,0,0,0
364,39,32,4,0,0,35,0.08060453400503778,2,0,0,0
163,17,45,7,0,0,16,0.05263157894736842,1,0,0,0
1216,159,69,11,0,4,181,0.10730948678071539,3,0,0,0
1137,167,27,5,1,0,153,0.03776824034334764,1,0,0,0
1051,126,20,5,11,1,118,0.05690298507462686,1,1,0,0
4067,498,31,5,7,2,256,0.04415711149060746,2,0,0,0
927,160,34,7,0,2,56,0.035343035343035345,1,0,0,0
1368,195,42,7,0,0,172,0.021261516654854713,3,0,0,0
400,60,100,12,0,0,22,0.10578842315369262,0,0,0,0
1076,156,50,8,0,3,132,0.04614019520851819,2,0,0,0
1182,165,39,6,0,0,46,0.049099836333878884,0,0,0,0
233,37,0,0,0,0,7,0.042735042735042736,0,0,0,0
2958,375,26,4,3,2,203,0.05025125628140704,4,0,0,0
825,18,22,4,0,0,45,0.3608490566037736,0,0,0,0
1173,123,56,4,0,0,283,0.026016260162601626,2,0,0,0
919,110,58,9,0,2,190,0.04294478527607362,2,0,0,0
727,110,77,13,0,0,32,0.04472049689440994,0,0,0,0
1719,312,18,4,1,1,116,0.03624856156501726,2,0,0,0
24318,3615,48,6,47,13,2617,0.058439693027455164,40,0,0,0
12694,1846,42,5,21,2,754,0.06210253591897621,20,0,0,0
725,122,46,7,0,0,83,0.05699481865284974,0,0,0,0
2620,477,51,6,0,2,101,0.01721556886227545,0,0,0,0
283,44,28,2,0,0,15,0.03205128205128205,0,0,0,0
571,81,13,2,0,0,51,0.042735042735042736,1,0,0,0
140,27,68,2,0,4,16,0.09090909090909091,0,0,0,0
400,51,0,0,0,0,40,0.11970074812967581,1,0,0,0
287,42,46,6,1,0,22,0.04491017964071856,1,0,0,0
4976,779,81,10,3,8,300,0.04329774614472123,0,0,0,0
1060,127,37,9,11,1,120,0.05555555555555555,1,1,0,0
2525,371,23,5,0,0,197,0.13456257355825815,0,0,0,0
7724,1307,80,12,71,0,577,0.04304932735426009,0,0,0,0
695,124,47,9,0,2,56,0.040376850605652756,1,0,0,0
849,119,5,1,5,1,51,0.23742690058479532,4,0,0,0
927,158,35,5,0,2,89,0.029075804776739357,1,0,0,0
900,152,61,12,5,1,55,0.057172557172557176,0,0,0,0
265,27,65,12,0,0,34,0.08157099697885196,2,0,0,0
1012,153,46,10,2,0,73,0.039660056657223795,3,0,0,0
374,56,41,8,0,0,46,0.0625,1,0,0,0
2075,300,23,5,0,0,140,0.14101953311100524,0,0,0,0
1807,150,24,4,0,1,276,0.023471615720524017,19,0,0,0
997,160,34,6,1,0,121,0.07364341085271318,2,0,0,0
720,102,26,4,0,0,77,0.03748326639892905,2,0,0,0
607,92,25,4,0,1,40,0.03475513428120063,2,0,0,0
962,139,14,3,2,1,139,0.048106448311156604,1,0,0,0
915,147,34,6,0,1,114,0.035789473684210524,1,0,0,0
18021,2813,17,3,1,1,530,0.03315039636343478,5,0,0,0
631,79,31,4,1,2,98,0.024132730015082957,2,0,0,0
492,73,24,4,0,2,59,0.0425531914893617,1,0,0,0
1434,256,53,10,0,3,56,0.01881720430107527,0,0,0,0
736,88,69,8,0,0,149,0.09305210918114144,1,0,0,0
2500,384,33,4,0,1,74,0.038279400157853194,0,0,0,0
1441,203,42,10,0,1,139,0.02628032345013477,1,0,0,0
1344,193,43,4,0,0,38,0.02377521613832853,0,0,0,0
1183,132,58,8,0,1,213,0.11191626409017713,2,0,0,0
1120,191,61,7,0,0,30,0.01692047377326565,0,0,0,0
877,99,80,14,0,1,52,0.05845511482254697,0,0,0,0
3655,495,93,14,0,2,465,0.029874633235529476,6,0,0,0
1042,127,6,1,8,2,222,0.0877025738798856,2,0,0,0
4076,547,37,6,2,1,252,0.03330092367525522,2,0,1,0
504,85,40,7,0,2,32,0.04036697247706422,1,0,0,0
265,37,14,3,0,0,19,0.06428571428571428,0,0,0,0
2482,345,56,9,19,1,282,0.10397794407246948,2,1,1,0
173,30,24,3,0,0,6,0.06565656565656566,0,0,0,0
2230,225,103,18,0,0,333,0.028277634961439587,0,0,0,0
3589,476,31,2,22,15,562,0.06407069870201602,16,1,0,0
881,147,24,5,0,1,42,0.02869757174392936,1,0,0,0
21126,373,91,3,3,0,177,0.4884060703176548,2,0,0,0
525,82,44,6,0,0,17,0.056140350877192984,0,0,0,0
1071,140,61,9,0,3,77,0.04854368932038835,2,0,0,0
1115,179,55,8,3,1,109,0.05721605465414176,1,1,0,0
591,96,49,7,0,3,46,0.0405616224648986,2,0,0,0
813,24,42,4,0,0,92,0.17523364485981308,0,0,0,0
1366,182,49,10,1,0,101,0.062146892655367235,0,0,0,0
8717,1184,66,7,0,0,537,0.03449453551912568,1,0,0,0
5276,745,32,6,16,6,1982,0.20229798455453005,1,0,0,0
1446,219,39,4,0,2,76,0.04845222072678331,0,0,0,0
207,26,39,6,0,0,14,0.02834008097165992,1,0,0,0
2887,419,45,6,3,0,218,0.03784520968291851,3,0,0,0
1499,198,80,2,0,8,57,0.03291139240506329,0,0,0,0
639,105,53,6,2,1,48,0.1645021645021645,0,0,1,0
596,91,27,6,0,1,51,0.0673076923076923,2,0,0,0
1080,173,54,8,0,1,89,0.033480176211453744,1,0,0,0
612,91,47,7,0,0,25,0.05606060606060606,0,0,0,0
585,97,60,11,0,3,35,0.021671826625386997,0,0,0,0
1304,225,62,12,2,3,94,0.10387710314557425,0,0,0,0
223,9,58,8,5,0,71,0.0425531914893617,4,0,0,0
766,108,63,6,2,0,56,0.08072289156626505,1,0,0,0
461,66,24,5,0,1,77,0.01646090534979424,1,0,0,0
459,52,8,2,0,0,91,0.03632478632478633,1,0,1,0
1049,140,51,6,1,1,168,0.01907356948228883,2,0,0,0
1751,280,33,5,2,2,61,0.05434173669467787,0,0,0,0
367,66,16,2,0,1,8,0.052083333333333336,0,0,0,0
4488,746,29,5,1,9,438,0.015493581230633024,2,0,0,0
346,59,18,4,1,1,23,0.0273972602739726,1,0,0,0
725,52,13,3,0,0,125,0.035182679296346414,7,0,0,0
1052,154,37,7,1,0,43,0.05321100917431193,3,0,0,0
866,146,17,2,0,2,57,0.03167420814479638,1,0,0,0
523,76,46,5,0,0,17,0.1456140350877193,0,0,0,0
1184,147,24,2,1,2,180,0.11910669975186104,4,0,0,0
1358,158,33,5,0,2,309,0.035919540229885055,4,0,0,0
1187,135,20,3,0,2,292,0.03890728476821192,6,0,1,0
758,91,35,5,0,2,127,0.03904282115869018,3,0,0,0
2624,438,25,3,2,1,215,0.025660377358490565,0,0,0,0
594,79,72,10,0,1,58,0.1454272863568216,0,0,0,0
1360,251,47,8,1,1,106,0.022727272727272728,0,0,0,0
1848,310,38,6,0,0,33,0.05405405405405406,0,0,0,0
1343,203,61,7,0,0,42,0.029181494661921707,0,0,0,0
1060,188,42,9,0,5,81,0.05258386219401632,0,0,1,0
855,135,51,8,0,2,106,0.04520396912899669,1,0,0,0
523,79,60,9,4,1,39,0.0821917808219178,0,0,0,0
316,51,13,1,0,0,6,0.05757575757575758,0,0,0,0
7093,1035,54,8,0,1,1003,0.051343033016228314,2,0,0,0
2641,412,54,10,2,0,212,0.033753709198813056,2,0,0,0
990,144,21,5,0,0,104,0.019762845849802372,2,0,0,0
894,111,25,3,2,1,188,0.05,2,0,0,0
1116,162,50,8,1,2,118,0.05398457583547558,2,0,0,0
216,20,51,9,0,0,36,0.06716417910447761,2,0,0,0
2389,377,46,6,2,1,225,0.03940886699507389,3,0,0,0
252,41,21,3,1,0,15,0.051094890510948905,0,0,0,0
617,101,25,4,0,2,79,0.027993779160186624,0,0,0,0
270,46,9,2,2,0,10,0.08214285714285714,0,0,0,0
332,58,22,5,0,1,30,0.04225352112676056,1,0,0,0
3836,642,29,4,1,2,230,0.022503879979306775,0,0,0,0
2115,298,45,6,0,0,46,0.09162424803331791,0,0,0,0
456,81,4,1,0,0,16,0.026030368763557483,0,0,0,0
638,111,34,5,1,1,55,0.05943536404160475,1,0,0,0
1526,226,63,12,0,1,211,0.035849056603773584,1,0,0,0
629,112,37,5,1,3,52,0.07196401799100449,1,0,0,0
2040,356,22,4,0,3,94,0.02375181774115366,0,0,0,0
4472,727,53,7,3,1,163,0.0589924878479894,1,0,0,0
153,7,55,9,0,0,35,0.05263157894736842,2,0,0,0
344,61,64,7,0,0,15,0.044009779951100246,0,0,0,0
11768,969,55,11,140,12,2462,0.03070027063599459,139,0,0,0
3088,499,27,5,2,2,555,0.039473684210526314,6,0,0,0
3141,414,59,8,0,0,73,0.08122461730709153,0,0,0,0
557,106,12,3,1,0,26,0.042105263157894736,0,0,0,0
252,47,23,5,0,0,17,0.043478260869565216,0,0,0,0
1312,134,21,3,0,0,125,0.05172413793103448,3,0,0,0
3783,368,29,4,2,0,777,0.03592971413585103,2,0,1,0
14162,2441,11,2,17,6,1574,0.14992239311415267,6,0,0,0
1042,146,27,5,2,2,169,0.04579439252336449,3,0,1,0
3809,382,64,4,0,0,1144,0.024264326277749097,2,0,1,0
1884,312,47,8,0,2,229,0.019668737060041408,0,0,0,0
495,77,23,6,0,2,86,0.04816955684007707,1,0,0,0
2044,182,68,9,0,2,304,0.03786086133459536,2,0,0,0
1149,130,14,3,2,0,179,0.11941580756013746,3,0,0,0
2617,402,15,2,0,0,76,0.07330041777440183,1,0,0,0
360,48,13,1,1,1,22,0.034759358288770054,1,0,0,0
1345,235,27,4,0,0,121,0.031318281136198105,1,0,0,0
1304,201,47,7,0,2,170,0.03920118343195266,2,0,0,0
606,75,51,9,0,0,43,0.06231003039513678,0,0,0,0
315,46,21,4,0,0,14,0.08902077151335312,0,0,0,0
726,110,23,5,0,0,95,0.028,1,0,0,0
786,115,83,6,0,1,49,0.040229885057471264,2,0,0,0
6987,1197,47,9,0,0,166,0.03525230987917555,1,0,0,0
1506,220,29,5,1,0,191,0.039713541666666664,1,0,0,0
1094,148,35,6,2,1,196,0.05221238938053097,3,0,0,0
158,14,31,7,0,0,23,0.06842105263157895,1,0,0,0
2509,376,22,4,11,0,156,0.06990521327014218,3,0,0,0
257,42,17,3,0,0,22,0.08,1,0,1,0
1064,186,55,10,2,0,65,0.04285714285714286,1,0,0,0
173,24,21,3,0,0,4,0.041025641025641026,0,0,0,0
3396,556,74,12,7,2,241,0.061941803514837225,0,0,0,0
718,109,20,3,0,1,32,0.037889039242219216,2,0,0,0
745,90,35,5,0,2,124,0.028169014084507043,3,0,0,0
894,156,11,2,0,1,137,0.024282560706401765,1,0,0,0
1189,119,33,5,1,1,208,0.016353229762878167,1,0,0,0
2174,372,18,3,2,0,169,0.033287733698130414,1,0,0,0
1000,133,90,6,2,0,98,0.07057745187901009,3,0,0,0
897,130,0,0,0,0,36,0.031180400890868598,2,0,0,0
1081,168,21,4,0,1,108,0.0843155031731641,1,0,0,0
2096,357,52,9,0,1,96,0.01814797580269893,1,0,0,0
8151,518,24,6,0,0,433,0.2657778864970646,5,0,0,0
1149,192,31,5,0,2,83,0.03302286198137172,1,0,0,0
2365,337,57,9,14,0,499,0.1081304168386298,0,0,0,0
605,76,35,5,0,1,107,0.029641185647425898,2,0,0,0
185,17,9,2,0,1,25,0.03076923076923077,3,0,0,0
102,5,59,10,0,0,22,0.037037037037037035,1,0,0,0
1297,155,58,9,0,0,175,0.10545722713864307,3,0,0,0
2360,391,13,2,0,0,68,0.07792754844144903,0,0,0,0
552,80,17,4,0,0,57,0.07017543859649122,3,0,0,0
1910,254,63,9,2,5,362,0.03546099290780142,4,0,0,0
1970,322,47,9,0,3,237,0.030723488602576808,3,0,0,0
167,17,46,7,0,0,21,0.014018691588785047,1,0,0,0
2038,310,47,9,0,0,238,0.0800575263662512,3,0,0,0
1716,324,6,1,0,0,76,0.030760301799187463,0,0,0,0
976,125,65,12,1,2,107,0.05662188099808062,6,0,0,0
1709,252,29,4,0,2,146,0.06670500287521564,3,0,0,0
475,86,27,4,0,0,26,0.03578528827037773,0,0,0,0
1254,194,31,7,0,1,79,0.03421461897356143,2,0,0,0
3880,526,65,8,0,3,470,0.036999493157627975,8,0,0,0
346,59,19,4,1,0,11,0.12295081967213115,0,0,0,0
736,114,38,5,4,0,37,0.02838709677419355,0,0,0,0
147,27,0,0,0,1,9,0.006756756756756757,0,0,0,0
41412,4904,37,4,2,0,2875,0.1214475271411339,1,0,0,0
327,34,29,5,0,1,72,0.056022408963585436,1,0,0,0
1579,226,58,6,0,0,65,0.03296703296703297,1,0,0,0
151,22,32,5,0,0,11,0.09239130434782608,0,0,0,0
806,119,55,8,0,1,75,0.05336426914153132,1,0,0,0
2447,479,14,3,0,4,248,0.030056864337936636,1,0,0,0
565,85,56,9,1,4,49,0.06430868167202572,1,0,0,0
1506,173,33,5,0,2,318,0.033116883116883114,6,0,0,0
1222,205,98,14,0,0,74,0.061317183951551855,0,0,0,0
1102,179,35,5,0,1,82,0.08963093145869948,0,0,0,0
1696,261,41,7,3,0,270,0.03049482163406214,5,0,0,0
1246,189,27,3,0,0,35,0.04552590266875981,0,0,0,0
3720,416,31,5,10,1,133,0.04877398720682303,1,0,0,0
691,120,42,5,0,0,63,0.05040871934604905,2,0,0,0
255,30,33,6,0,0,24,0.03460207612456748,1,0,0,0
2124,259,44,7,0,0,582,0.0437989857076994,0,0,0,0
16289,2800,48,9,31,1,1826,0.11433467988737911,1,0,0,0
3429,422,47,7,0,1,83,0.03480011504170262,1,0,0,0
450,49,39,5,0,0,89,0.04081632653061224,1,0,1,0
1554,263,38,4,1,0,95,0.06340238543628374,1,0,0,0
1770,260,43,8,0,0,158,0.029217199558985666,2,0,0,0
9203,952,35,5,0,1,206,0.03019807338456543,0,0,0,0
12747,2282,35,9,92,10,705,0.12047250254243917,4,0,0,0
202,21,49,7,0,0,28,0.047619047619047616,1,0,0,0
1216,183,12,1,1,0,43,0.045565500406834825,0,0,0,0
611,90,67,6,5,0,66,0.060382916053019146,0,0,0,0
1515,232,43,6,0,2,215,0.061577934573444515,2,0,0,0
452,69,27,4,0,0,40,0.04583333333333333,1,0,0,0
1243,241,31,6,0,4,113,0.05647058823529412,1,0,1,0
773,103,32,4,8,1,129,0.06823821339950373,2,1,0,0
309,44,34,8,0,0,26,0.055232558139534885,1,0,0,0
345,58,30,6,0,0,19,0.0425531914893617,1,0,0,0
6493,644,45,8,66,6,1246,0.05627771830555131,65,0,0,0
25007,367,29,1,0,4,8184,0.42648879658106004,0,0,0,0
2347,250,33,2,1,2,374,0.04745905081898362,2,0,1,0
3219,489,31,4,0,16,108,0.0584435558289757,0,0,0,0
3476,530,71,12,1,6,473,0.021138669673055242,2,0,1,0
454,76,33,7,0,1,50,0.05327868852459016,1,0,0,0
711,112,62,11,0,1,50,0.07364341085271318,1,0,0,0
2053,291,48,5,0,0,290,0.15318744053282587,1,0,0,0
64,9,28,4,0,0,2,0.053763440860215055,0,0,0,0
1300,151,23,4,0,2,203,0.11858006042296072,3,0,0,0
7293,1007,12,2,4,4,282,0.09471667122912675,0,0,0,0
1147,133,38,6,0,0,35,0.08684654300168634,1,0,0,0
982,134,49,9,0,0,120,0.08042635658914729,1,0,0,0
1401,218,35,6,0,0,33,0.04244954766875435,0,0,0,0
1413,230,84,14,2,2,35,0.0514018691588785,0,0,0,0
985,142,24,4,0,0,180,0.039603960396039604,3,0,0,0
1374,136,57,4,1,3,403,0.0335195530726257,2,0,0,0
1297,208,35,4,0,0,41,0.029257314328582147,0,0,0,0
532,91,26,4,0,1,27,0.02146690518783542,0,0,0,0
2406,341,40,5,0,0,73,0.08173273395995095,0,0,0,0
2167,338,43,6,0,4,408,0.04929895974672094,4,0,0,0
2352,426,36,6,1,9,89,0.019673503557974047,0,0,0,0
2086,265,12,2,0,2,148,0.04811815150071463,2,0,1,0
581,59,31,5,1,2,139,0.053833605220228384,2,0,0,0
3218,543,38,6,3,3,122,0.04052809333742708,1,0,0,0
549,86,16,3,1,1,56,0.06890459363957598,1,0,0,0
456,52,99,7,5,0,68,0.02158273381294964,2,0,0,0
1069,147,65,10,0,2,40,0.06079295154185022,0,0,0,0
3266,312,29,5,1,2,279,0.04429611650485437,19,0,0,0
1255,189,24,2,1,4,202,0.04296875,4,0,0,0
1969,353,45,9,1,1,74,0.030272952853598014,2,0,0,0
534,66,96,7,9,0,76,0.07290015847860538,2,0,0,0
373,56,23,4,0,1,51,0.0654911838790932,1,0,0,0
1387,204,39,7,3,0,211,0.0189208128941836,2,0,0,0
354,47,28,5,0,0,77,0.0391644908616188,1,0,0,0
263,31,25,3,0,0,31,0.04152249134948097,1,0,0,0
722,104,38,7,0,1,38,0.08015768725361366,0,0,0,0
2321,268,33,5,0,5,505,0.02929936305732484,7,0,0,0
1954,307,46,8,0,5,201,0.06896551724137931,2,0,1,0
857,126,28,4,3,0,47,0.07223476297968397,2,0,0,0
1436,223,27,4,0,3,122,0.03756830601092896,3,0,0,0
1335,197,18,3,0,0,127,0.03766617429837518,2,0,0,0
5997,821,65,12,2,1,185,0.07240639947220848,0,0,0,0
874,144,61,9,0,1,48,0.03418803418803419,1,0,0,0
1403,187,31,5,0,0,66,0.020905923344947737,3,0,0,0
1249,160,56,9,2,1,306,0.019908116385911178,1,0,0,0
2608,472,22,2,0,1,137,0.026985936906119345,0,0,0,0
278,39,54,11,0,0,36,0.02702702702702703,0,0,0,0
11901,1017,42,7,136,13,2446,0.03307099799062291,135,0,0,0
654,101,36,6,0,2,50,0.05065123010130246,1,0,0,0
555,60,41,6,0,3,177,0.06030150753768844,0,0,0,0
4117,658,21,4,1,0,210,0.0521865184827253,0,0,0,0
1118,178,7,1,0,3,47,0.03285968028419183,0,0,0,0
2177,326,35,5,0,0,57,0.06958879349299593,0,0,0,0
3593,623,61,9,40,2,342,0.11709986320109439,0,0,0,0
7674,1019,41,5,1,4,161,0.030326594090202177,0,0,0,0
788,92,69,10,0,0,115,0.045454545454545456,1,0,0,0
1269,159,54,9,19,0,206,0.08534743202416918,7,0,0,0
3462,552,37,5,0,4,248,0.048,4,0,0,0
3239,329,32,6,0,4,144,0.07334963325183375,0,0,0,0
1019,190,33,6,0,1,43,0.06362773029439696,1,0,0,0
792,95,36,4,0,1,11,0.027744270205066344,0,0,0,0
746,116,60,10,0,1,111,0.027261462205700124,1,0,0,0
11197,1835,56,8,3,1,487,0.02390261240447841,2,0,0,0
885,90,38,5,1,3,227,0.04004329004329004,2,0,0,0
1672,198,28,4,1,3,209,0.03292181069958848,4,0,0,0
